category,name_card,price,price_old,price_installment,rating_card,reviews_card,name_seller,rating_seller,URL,cpu,ssd_capacity,gpu_full_name,os,screen_diagonal,ram,auto_time,weight_kg,matrix,ram_type,case_material,cpu_model,processor_brand,ghz_processor,processor_cores,screen_size,brightness,touch_screen,battery_capacity,screen_coating,gpu_type,brand_graphic_proccessor,storage_type,hz_screen,web_camera,brand,video_memory,chipset,hdd_capacity
laptop,,,,,,,,,https://www.ozon.kz/product/apple-noutbuk-3803445457/,,,,MacOS,,,,,,,,,,4.61,,,,,,,,,,120,,,,,
laptop,"Lenovo Yoga Slim 6 14IRH8 Ноутбук 14"", Intel Core i5-13500H, RAM 16 ГБ, SSD 1000 ГБ, Intel Iris Xe Graphics, (83E00057RU), серый",,,54697,,,ХОБОТ ДОСТАВИТ,4.8,https://www.ozon.kz/product/lenovo-yoga-slim-6-14irh8-noutbuk-14-intel-core-i5-13500h-ram-16-gb-ssd-1000-gb-intel-iris-3190736058/,Intel Core i5-13500H,1000,Intel Iris Xe Graphics,,14.0,16.0,14.2,1.35,OLED,LPDDR5X,Алюминий,Intel Core i5,Intel,2.6,12.0,1920x1200,,Нет,65.0,Глянцевое,Встроенная,,SSD,,2.0,,,Intel SoC Platform,
laptop,"ASUS Asus ZenBook 14 2025,2.8k 120hz Oled Ноутбук 14"", Intel Core Ultra 9 285H, RAM 32 ГБ, SSD 1024 ГБ, Intel Arc 140T, Русская раскладка",827673,1476642,68973,5.0,2,ArtElectro,4.9,https://www.ozon.kz/product/asus-asus-zenbook-14-2025-2-8k-120hz-oled-noutbuk-14-intel-core-ultra-9-285h-ram-32-gb-ssd-1024-3452992092/,Intel Core Ultra 9 285H,1024,Intel Arc 140T,,14.0,32.0,10.0,1.2,OLED,LPDDR5X,Металл,Intel Core Ultra 9,Intel,,,2560x1600,,,,Глянцевое,Встроенная,Intel,SSD,120,,ASUS,,,
laptop,"HUAWEI MateBook 14 Ноутбук 14.2"", Intel Core Ultra 7 155H, RAM 16 ГБ, SSD 1024 ГБ, Intel Arc Graphics, Без системы, (53014HYC), зеленый, Русская раскладка",,,51024,5.0,2,Lime Store,4.9,https://www.ozon.kz/product/huawei-matebook-14-noutbuk-14-2-intel-core-ultra-7-155h-ram-16-gb-ssd-1024-gb-intel-arc-graphics-3210576945/,Intel Core Ultra 7 155H,1024,Intel Arc Graphics,Без системы,14.2,16.0,19.0,1.3,OLED,LPDDR5,Алюминий,Intel Core Ultra 7,Intel,3.8,16.0,2880x1920,,Да,70.0,Глянцевое,Встроенная,Intel,SSD,120,2.0,,,,
laptop,"Apple MacBook Air 13 2026 M5 Ноутбук 13.6"", Apple M5 (10 CPU, 8 GPU), RAM 16 ГБ, SSD 512 ГБ, Apple M5, MacOS, (MDHE4), черный, синий, Русская раскладка",1003549,1715347,83630,5.0,229,GURU DEVICE,5.0,https://www.ozon.kz/product/apple-macbook-air-13-2026-m5-noutbuk-13-6-apple-m5-10-cpu-8-gpu-ram-16-gb-ssd-512-gb-apple-m5-3832492233/,"Apple M5 (10 CPU, 8 GPU)",512,Apple M5,MacOS,13.6,16.0,,1.24,IPS,LPDDR5,Алюминий,Apple M5,Apple,4.05,10.0,2560x1664,,Нет,52.6,Глянцевое,Встроенная,Apple,SSD,60,,,,,
laptop,"Machcreator One D6 Ноутбук 16"", AMD Ryzen 5 7430U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon Graphics, Без системы, светло-серый, серебристый, Русская раскладка",309186,733940,25766,4.9,16,Machcreator - фирме...,4.7,https://www.ozon.kz/product/machcreator-one-d6-noutbuk-16-amd-ryzen-5-7430u-ram-16-gb-ssd-512-gb-amd-radeon-graphics-bez-2839645593/,AMD Ryzen 5 7430U,512,AMD Radeon Graphics,Без системы,16.0,16.0,,,IPS,DDR4,"Металл, Пластик",AMD Ryzen 5,AMD,2.3,6.0,1920x1200,,Нет,,Матовое,Встроенная,,SSD,,2.0,,,,
laptop,"Apple MacBook Air 15 Ноутбук 15.30"", Apple M3 (8 CPU, 10 GPU), RAM 8 ГБ, SSD 256 ГБ, Apple M3, MacOS, (MRYP3RU/A), серебристый, Русская раскладка",818672,1141685,68223,4.8,93,Ozon Россия,4.9,https://www.ozon.kz/product/apple-macbook-air-15-noutbuk-15-30-apple-m3-8-cpu-10-gpu-ram-8-gb-ssd-256-gb-apple-m3-macos-mryp3ru-1872841570/,"Apple M3 (8 CPU, 10 GPU)",256,Apple M3,MacOS,15.3,8.0,18.0,1.5,RETINA,LPDDR5,Алюминий,Apple M3,Apple,4.1,8.0,2880x1864,500.0,Нет,66.5,Глянцевое,Встроенная,Apple,SSD,60,2.0,Apple,,,
laptop,"Neobihier Игровой ноутбук 16.1"", Intel Core i7-8750H, RAM 16 ГБ, SSD 1024 ГБ, NVIDIA GeForce GTX 1050 (4 Гб), Windows Pro, серебристый, Русская раскладка",,,40134,5.0,806,Neobihier,5.0,https://www.ozon.kz/product/neobihier-igrovoy-noutbuk-16-1-intel-core-i7-8750h-ram-16-gb-ssd-1024-gb-nvidia-geforce-gtx-1050-4-2564504705/,Intel Core i7-8750H,1024,NVIDIA GeForce GTX 1050 (4 Гб),Windows Pro,16.1,16.0,4.0,2.3,IPS,DDR4,"ABS пластик, Металл",Intel Core i7,Intel,2.2,6.0,1920x1200,,Нет,57.75,Матовое,Дискретная,NVIDIA,SSD,60,1,,4.0,,
laptop,"Игровой ноутбук, AMD Ryzen 7,512 ГБ Ноутбук 15.6"", RAM 32 ГБ, SSD 512 ГБ, Windows Pro, светло-серый, Русская раскладка",,,29115,4.6,119,sen hong,4.5,https://www.ozon.kz/product/igrovoy-noutbuk-amd-ryzen-7-512-gb-noutbuk-15-6-ram-32-gb-ssd-512-gb-windows-pro-svetlo-seryy-3209964257/,,512,,Windows Pro,15.6,32.0,24.0,1.65,IPS,DDR4,"ABS пластик, Металл",AMD Ryzen 7,AMD,4.0,4.0,1920x1080,,Нет,60.0,Антибликовое,,,SSD,120,2.0,,,AMD,
laptop,"Honor MagicBook 14 Pro 2025,3.1K 120Hz OLED Сенсорный Экран  Ноутбук 14"", Intel Core Ultra 9 285H, RAM 32 ГБ, SSD 1024 ГБ, Intel Arc 140T, Windows Home, Русская раскладка",,,77595,5.0,1,ArtElectro,4.9,https://www.ozon.kz/product/honor-magicbook-14-pro-2025-3-1k-120hz-oled-sensornyy-ekran-noutbuk-14-intel-core-ultra-9-285h-ram-3458715072/,Intel Core Ultra 9 285H,1024,Intel Arc 140T,Windows Home,14.0,32.0,10.0,1.3,OLED,LPDDR5X,Металл,Intel Core Ultra 9,Intel,,,,,Да,,Глянцевое,Встроенная,Intel,SSD,120,,Honor,,,
laptop,"Apple MacBook Air 15 M2 Ноутбук 15.3"", Apple M2, RAM 16 ГБ, SSD 1024 ГБ, Apple M2, MacOS, (Z18U000NU/MQTM3), темно-синий, синий, Русская раскладка",1031584,6323785,85966,5.0,18,MacTop,5.0,https://www.ozon.kz/product/apple-macbook-air-15-m2-noutbuk-15-3-apple-m2-ram-16-gb-ssd-1024-gb-apple-m2-macos-z18u000nu-1648262115/,Apple M2,1024,Apple M2,MacOS,15.3,16.0,,1.51,IPS,LPDDR5,Алюминий,Apple M2,Apple,3.5,8.0,2880x1864,,Нет,66.5,Матовое,Встроенная,Apple,SSD,60,,,,,
laptop,"Samsung NP960 Ноутбук 16.00"", Intel Core Ultra 7 256V, RAM 16 ГБ, SSD 512 ГБ, Intel Arc 140V, Windows Home, (NP960QHA-KG1IN), серый, Русская раскладка",1193189,1935811,99433,,,Позитроника,4.8,https://www.ozon.kz/product/samsung-np960-noutbuk-16-00-intel-core-ultra-7-256v-ram-16-gb-ssd-512-gb-intel-arc-140v-windows-3260171570/,Intel Core Ultra 7 256V,512,Intel Arc 140V,Windows Home,16.0,16.0,25.0,1.69,AMOLED,LPDDR5X,Алюминий,Intel Core Ultra 7,Intel,2.2,8.0,2880x1800,,Да,76.1,Глянцевое,Встроенная,Intel,SSD,120,2.0,,,Intel,
laptop,,,,,,,,,https://www.ozon.kz/product/asus-vivobook-15-oled-f1505va-ma929-noutbuk-15-6-intel-core-i7-13620h-ram-16-gb-ssd-512-gb-intel-uhd-3851006380/,Intel Core i7-13620H,512,Intel UHD Graphics,Без системы,15.6,16.0,,1.7,OLED,DDR4,,Intel Core i7,Intel,2.4,10.0,2880x1620,,,50.0,Глянцевое,Встроенная,Intel,SSD,120,1,,,,
laptop,,,,,,,,,https://www.ozon.kz/product/digma-pro-dlya-raboty-i-ucheby-noutbuk-14-ram-8-gb-ssd-256-gb-intel-hd-graphics-windows-pro-seryy-3496112920/,,256,Intel HD Graphics,Windows Pro,14.0,8.0,5.0,1.54,IPS,LPDDR5,Пластик,Intel N100,Intel,0.8,4.0,1920x1080,,Нет,,Матовое,,Intel,SSD,60,1,,,,
laptop,,,,,,,,,https://www.ozon.kz/product/hp-hp-laptop-15-fc0458au-noutbuk-15-6-amd-ryzen-5-7520u-ram-16-gb-ssd-1024-gb-amd-radeon-2740619650/,AMD Ryzen 5 7520U,1024,AMD Radeon,Windows Home,15.6,16.0,,,IPS,LPDDR5,,AMD Ryzen 5,AMD,4.3,4.0,1920x1080,300.0,Нет,,Матовое,Встроенная,AMD,SSD,60,1,HP,,,
laptop,"HP ProBook 455 G8 Ноутбук 15.6"", AMD Ryzen 5 5600U, RAM 16 ГБ, SSD 512 ГБ, AMD Radeon, Без системы, (45N85ES_16G), серебристый, Русская раскладка",,,49871,,,ExpertBook,4.8,https://www.ozon.kz/product/hp-probook-455-g8-noutbuk-15-6-amd-ryzen-5-5600u-ram-16-gb-ssd-512-gb-amd-radeon-bez-sistemy-45n85es-1768979662/,AMD Ryzen 5 5600U,512,AMD Radeon,Без системы,15.6,16.0,15.0,1.74,IPS,DDR4,,AMD Ryzen 5,AMD,2.3,6.0,1920x1080,250.0,Нет,45.0,Матовое,Встроенная,AMD,SSD,60,1,HP,,,
laptop,"Apple MacBook Air 13 Ноутбук 13.6"", Apple M2 (8C CPU, 8C GPU), RAM 8 ГБ, SSD 256 ГБ, MacOS, (MLXW3RU/A), серый, Русская раскладка",575478,794749,47957,4.6,168,Ozon Россия,4.9,https://www.ozon.kz/product/apple-macbook-air-13-noutbuk-13-6-apple-m2-8c-cpu-8c-gpu-ram-8-gb-ssd-256-gb-macos-mlxw3ru-a-seryy-1843682599/,"Apple M2 (8C CPU, 8C GPU)",256,,MacOS,13.6,8.0,20.0,1.24,RETINA,,Алюминий,Apple M2,Apple,3.5,8.0,2560x1600,,Нет,,Матовое,Встроенная,Apple,SSD,60,,Apple,,,
laptop,"Honor MagicBook X14 2025 Ноутбук 14"", Intel Core i5-12450H, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics, Без системы, (5301ALWY), серый, Русская раскладка",358130,466905,29845,4.8,228,Ozon Россия,4.9,https://www.ozon.kz/product/honor-magicbook-x14-2025-noutbuk-14-intel-core-i5-12450h-ram-8-gb-ssd-512-gb-intel-uhd-graphics-2516797584/,Intel Core i5-12450H,512,Intel UHD Graphics,Без системы,14.0,8.0,,1.5,IPS,LPDDR4X,,Intel Core i5,Intel,2.0,8.0,1920x1200,,,42.0,,Встроенная,Intel,SSD,,,Honor,,Intel,
laptop,"Acer Aspire 3 A317-54-33GH Ноутбук 17.3"", Intel Core i3-1215U, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics, Без системы, (NX.K9YER.001), серебристый, Русская раскладка",,,,,,Space Laptops,4.9,https://www.ozon.kz/product/acer-aspire-3-a317-54-33gh-noutbuk-17-3-intel-core-i3-1215u-ram-8-gb-ssd-512-gb-intel-uhd-graphics-1415078754/,Intel Core i3-1215U,512,Intel UHD Graphics,Без системы,17.3,8.0,6.5,2.28,IPS,DDR4,Пластик,Intel Core i3,Intel,1.2,6.0,1920x1080,,Нет,,Матовое,Встроенная,Intel,SSD,60,1,Acer,,,
laptop,"RZUC 3855U Ноутбук, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Pro, (3855U), серебристый, Русская раскладка",,,44683,4.7,702,Цифровой магаз,4.6,https://www.ozon.kz/product/rzuc-3855u-noutbuk-ram-16-gb-ssd-1024-gb-intel-uhd-graphics-windows-pro-3855u-serebristyy-3434210104/,,1024,Intel UHD Graphics,Windows Pro,,16.0,7.0,2.1,IPS,DDR4,"SBS пластик, ABS пластик",Intel Celeron,Intel,1.6,4.0,1920x1080,,Нет,96.0,Антибликовое,Встроенная,Intel,SSD,60,3,,,Intel B460,
laptop,"Lenovo Ноутбук 13.5"", Intel Core i7-1160G7, RAM 16 ГБ, SSD 1024 ГБ, Intel Iris Xe Graphics, Windows Pro, бронза, светло-бежевый, Русская раскладка",,,47035,,,Fix-it,,https://www.ozon.kz/product/lenovo-noutbuk-13-5-intel-core-i7-1160g7-ram-16-gb-ssd-1024-gb-intel-iris-xe-graphics-windows-3856406961/,Intel Core i7-1160G7,1024,Intel Iris Xe Graphics,Windows Pro,13.5,16.0,,1.145,IPS,DDR4,,Intel Core i7,Intel,2.1,4.0,2256x1504,400.0,Да,,Глянцевое,Встроенная,Intel,SSD,60,1,Lenovo,2.0,,
laptop,"Honor MagicBook Pro 16 (3072x1920 165Гц) Ноутбук 16"", Intel Core Ultra 5 125H, RAM 24 ГБ, SSD 512 ГБ, Intel Arc Graphics, Windows Pro, (DRA-5416), синий, Русская раскладка",,,46376,5.0,4,Techno-torg Laptop,4.9,https://www.ozon.kz/product/honor-magicbook-pro-16-3072x1920-165gts-noutbuk-16-intel-core-ultra-5-125h-ram-24-gb-ssd-512-gb-3564475752/,Intel Core Ultra 5 125H,512,Intel Arc Graphics,Windows Pro,16.0,24.0,12.0,1.83,IPS,LPDDR5X,Алюминий,Intel Core Ultra 5,Intel,4.5,14.0,3072x1728 3K QHD,600.0,Нет,75.0,Матовое,Дискретная,Intel,SSD,165,2.0,Honor,,Intel,
laptop,"Honor MagicBook X14 5301ALWU 2025 Ноутбук 14"", Intel Core i5-12450H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Home, (10010788), серый металлик, светло-серый, Русская раскладка",670717,3395559,55894,5.0,5,Digital Era,5.0,https://www.ozon.kz/product/honor-magicbook-x14-5301alwu-2025-noutbuk-14-intel-core-i5-12450h-ram-16-gb-ssd-512-gb-intel-uhd-3468279019/,Intel Core i5-12450H,512,Intel UHD Graphics,Windows Home,14.0,16.0,7.5,1.4,IPS,LPDDR4X,Пластик,Intel Core i5,Intel,2.0,8.0,1920x1200,300.0,,42.0,Матовое,Встроенная,Intel,SSD,60,1,Honor,,,
laptop,"Lenovo ThinkPad P43s Ноутбук 14"", Intel Core i7-8665U, RAM 32 ГБ, SSD 512 ГБ, NVIDIA Quadro P520 (2 Гб), Windows Pro, черный, Русская раскладка",381312,1199063,31776,4.8,6,Expert Electronics,4.5,https://www.ozon.kz/product/lenovo-thinkpad-p43s-noutbuk-14-intel-core-i7-8665u-ram-32-gb-ssd-512-gb-nvidia-quadro-p520-2-2982976078/,Intel Core i7-8665U,512,NVIDIA Quadro P520 (2 Гб),Windows Pro,14.0,32.0,12.0,1.5,IPS,DDR4,"ABS пластик, Алюминий",Intel Core i7,Intel,4.2,4.0,1920x1080,400.0,Да,42.0,Матовое,Дискретная,,SSD,60,8,Lenovo,4.0,,
laptop,"Honor Игровой ноутбук 16.1"", RAM 8 ГБ, SSD 512 ГБ",,,26640,5.0,1,ЦИТ,4.7,https://www.ozon.kz/product/honor-igrovoy-noutbuk-16-1-ram-8-gb-ssd-512-gb-2319674579/,,512,,,16.1,8.0,,,IPS,,,Intel Core i3,,1.2,6.0,,,,,,Встроенная,,SSD,,,,,,
laptop,"MSI Stealth 18 HX AI A2XWJG Игровой ноутбук 18"", Intel Core Ultra 9 275HX, RAM 64 ГБ, SSD 2048 ГБ, NVIDIA GeForce RTX 5090 для ноутбуков (24 Гб), Windows Home, (9S7-183341-052), черный, Русская раскладка",,,243476,5.0,2,Lime Store,4.9,https://www.ozon.kz/product/msi-stealth-18-hx-ai-a2xwjg-igrovoy-noutbuk-18-intel-core-ultra-9-275hx-ram-64-gb-ssd-2048-gb-3210574007/,Intel Core Ultra 9 275HX,2048,NVIDIA GeForce RTX 5090 для ноутбуков (24 Гб),Windows Home,18.0,64.0,,2.9,IPS,DDR5,Алюминий,Intel Core Ultra 9,Intel,2.7,24.0,3840x2400,,Нет,99.9,Матовое,Дискретная,NVIDIA,SSD,120,2.0,,24.0,,
laptop,"Ninkear X-Book N16 Mate Pro(2.5K,120 Гц,2RAM) Игровой ноутбук 16"", Intel Core i7-12700H, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Pro, серый металлик, Русская раскладка",580389,885142,48366,5.0,4,Официальный магазин...,4.8,https://www.ozon.kz/product/ninkear-x-book-n16-mate-pro-2-5k-120-gts-2ram-igrovoy-noutbuk-16-intel-core-i7-12700h-ram-16-gb-2389414632/,Intel Core i7-12700H,1024,Intel UHD Graphics,Windows Pro,16.0,16.0,10.0,1.6,IPS,DDR4,"Металл, Алюминиевый сплав",Intel Core i7,Intel,2.3,14.0,2560x1600,500.0,,63.5,Матовое,Дискретная,Intel,SSD,120,2.0,,8.0,Intel,1024
laptop,"Ninkear Magic A15 Pro(2RAM,2.5K,120 Гц) Игровой ноутбук 16"", AMD Ryzen 5 5500U, RAM 16 ГБ, SSD 1024 ГБ, AMD Radeon, Windows Pro, серый металлик, Русская раскладка",394234,779215,32853,4.7,113,Волшебный Дом-Ноутбук,4.8,https://www.ozon.kz/product/ninkear-magic-a15-pro-2ram-2-5k-120-gts-igrovoy-noutbuk-16-amd-ryzen-5-5500u-ram-16-gb-ssd-1024-gb-1738485749/,AMD Ryzen 5 5500U,1024,AMD Radeon,Windows Pro,16.0,16.0,12.0,1.8,OLED,DDR4,Алюминий,AMD Ryzen 5 Pro,AMD,2.1,6.0,2560x1600,500.0,,54.0,Матовое,Дискретная,AMD,SSD,120,2.0,,,AMD,1024
laptop,"ASUS Ноутбук 15.6"", RAM 16 ГБ, SSD 512 ГБ, AMD Radeon 660M, Без системы, (90NB1841-M00810), синий, Русская раскладка",350531,727400,29211,,,F5it,4.8,https://www.ozon.kz/product/asus-noutbuk-15-6-ram-16-gb-ssd-512-gb-amd-radeon-660m-bez-sistemy-90nb1841-m00810-siniy-3461317489/,,512,AMD Radeon 660M,Без системы,15.6,16.0,,1.7,IPS,,"Металл, Пластик",AMD Ryzen 5,AMD,3.3,6.0,1920x1080,,Нет,42.0,,Встроенная,AMD,SSD,60,1,,,,
laptop,"Lenovo Ноутбук 13.3"", Intel Core i5-8265U, RAM 16 ГБ, SSD 1024 ГБ, Intel UHD Graphics, Windows Pro, (Thinkpad X390), черный матовый, Русская раскладка",220688,539211,18391,4.9,31,Official laptop store,4.7,https://www.ozon.kz/product/lenovo-noutbuk-13-3-intel-core-i5-8265u-ram-16-gb-ssd-1024-gb-intel-uhd-graphics-windows-pro-3700196197/,Intel Core i5-8265U,1024,Intel UHD Graphics,Windows Pro,13.3,16.0,6.0,1.3,IPS,DDR4,ABS пластик,Intel Core i5,Intel,3.4,4.0,1920x1080,300.0,Нет,47.0,Антибликовое,Встроенная,Intel,SSD,60,3,Lenovo,32.0,Intel,
laptop,"Azerty RB-1558 Ноутбук 15.6"", Intel N95, RAM 8 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, светло-серый, Русская раскладка",209907,341157,17493,4.8,1760,Che,4.8,https://www.ozon.kz/product/azerty-rb-1558-noutbuk-15-6-intel-n95-ram-8-gb-ssd-512-gb-intel-uhd-graphics-windows-pro-1867869465/,Intel N95,512,Intel UHD Graphics,Windows Pro,15.6,8.0,3.0,1.6,IPS,DDR4,ABS пластик,Intel N-series,Intel,1.7,4.0,1920x1080,,Нет,60.0,Матовое,Встроенная,Intel,SSD,60,1.3,,,,
laptop,"Lenovo ThinkPad E14 Gen 5 Ноутбук 14"", AMD Ryzen 5 7530U, RAM 16 ГБ, SSD 256 ГБ, AMD Radeon, Windows Pro, черный, Английская раскладка",391721,942974,32644,5.0,1,Expert Electronics,4.5,https://www.ozon.kz/product/lenovo-thinkpad-e14-gen-5-noutbuk-14-amd-ryzen-5-7530u-ram-16-gb-ssd-256-gb-amd-radeon-windows-3491778500/,AMD Ryzen 5 7530U,256,AMD Radeon,Windows Pro,14.0,16.0,15.0,1.2,WQXGA,DDR4,"ABS пластик, Алюминиевый сплав",AMD Ryzen 5 Pro,AMD,4.5,6.0,1920x1200,300.0,,62.0,Матовое,,,SSD,60,8,Lenovo,4.0,,
laptop,"XISEZIUO Ноутбук 15.6"", Intel Celeron N5095A, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics, Windows Pro, (N5095), розовый, Русская раскладка",181984,902602,15166,4.8,2438,XISEZIUO,4.8,https://www.ozon.kz/product/xiseziuo-noutbuk-15-6-intel-celeron-n5095a-ram-16-gb-ssd-512-gb-intel-hd-graphics-windows-pro-3136929462/,Intel Celeron N5095A,512,Intel HD Graphics,Windows Pro,15.6,16.0,10.0,1.65,IPS,DDR4,"Металл, Пластик",Intel Celeron,Intel,2.9,4.0,1920x1080,,Нет,36.0,Матовое,Встроенная,Intel,SSD,60,1,XISEZIUO,16.0,Intel,
laptop,"Honor MagicBook X14 + MS Office 2024 + Windows 11 Pro (компактный и мощный ноутбук для дома и работы) Ноутбук 14"", Intel Core i5-12450H, RAM 16 ГБ, SSD 512 ГБ, Intel UHD Graphics, Windows Pro, серый, Русская раскладка",386847,1015988,32238,4.8,43,NewBook,4.9,https://www.ozon.kz/product/honor-magicbook-x14-ms-office-2024-windows-11-pro-kompaktnyy-i-moshchnyy-noutbuk-dlya-doma-i-raboty-3611837530/,Intel Core i5-12450H,512,Intel UHD Graphics,Windows Pro,14.0,16.0,,1.5,IPS,LPDDR4X,"ABS пластик, Пластик",Intel Core i5,Intel,2.0,8.0,1920x1200,,Нет,42.0,Матовое,Встроенная,Intel,SSD,60,1,Honor,,Intel,
laptop,,,,,,,,,https://www.ozon.kz/product/asus-tuf-f17-fx707vi-hx105-igrovoy-noutbuk-17-3-intel-core-i7-13620h-ram-16-gb-1000-gb-nvidia-3006815203/,Intel Core i7-13620H,1000,NVIDIA GeForce RTX 4070 для ноутбуков (8 Гб),Без системы,17.3,16.0,,2.6,IPS,DDR5,Пластик,Intel Core i7,Intel,,10.0,1920x1080,,,,,,NVIDIA,,144,,,8.0,,
laptop,"Apple Ноутбук 13.6"", Apple M4 (10C CPU, 10C GPU), RAM 24 ГБ, SSD 512 ГБ, Apple M4 GPU (10-Core), MacOS, голубой, Русская раскладка",,,92785,5.0,662,App Store,5.0,https://www.ozon.kz/product/apple-noutbuk-13-6-apple-m4-10c-cpu-10c-gpu-ram-24-gb-ssd-512-gb-apple-m4-gpu-10-core-macos-goluboy-1964431633/,"Apple M4 (10C CPU, 10C GPU)",512,Apple M4 GPU (10-Core),MacOS,13.6,24.0,18.0,1.24,RETINA,LPDDR5X,Алюминий,Apple M4,Apple,4.4,10.0,2560x1664,500.0,Нет,53.8,Глянцевое,Встроенная,Apple,SSD,60,12,Apple,,,
laptop,"Lenovo Yoga 7 16ILL10 Ноутбук 16"", Intel Core Ultra 5 226V, RAM 16 ГБ, SSD 512 ГБ, Intel Arc 130V, Windows Home, (83JT0000US), темно-серый, Русская раскладка",,,44494,,,MICS Distribution,4.9,https://www.ozon.kz/product/lenovo-yoga-7-16ill10-noutbuk-16-intel-core-ultra-5-226v-ram-16-gb-ssd-512-gb-intel-arc-130v-windows-3691679734/,Intel Core Ultra 5 226V,512,Intel Arc 130V,Windows Home,16.0,16.0,9.0,1.92,IPS,LPDDR5X,Алюминиевый сплав,Intel Core Ultra 5,Intel,4.5,8.0,1920x1200,300.0,Да,70.0,Глянцевое,Встроенная,Intel,SSD,60,2.0,,,Intel,
laptop,,,,,,,,,https://www.ozon.kz/product/lenovo-thinkpad-x1-carbon-g12-noutbuk-14-intel-core-ultra-7-155u-ram-16-gb-ssd-512-gb-intel-graphics-3469829677/,Intel Core Ultra 7 155U,512,Intel Graphics,Windows Pro,14.0,16.0,16.0,1.9,IPS,LPDDR5X,Алюминий,Intel Core Ultra 7-155U,Intel,1.7,12.0,1920x1200,,Нет,57.0,Антибликовое,Встроенная,Intel,SSD,,,,,,
laptop,"12.5"" DELL Latitude 7280 Ноутбук 12.5"", Intel Core i5-6300U, RAM 8 ГБ, SSD 256 ГБ, Intel HD Graphics 520, Windows Pro, (12.5"" DELL Latitude 7280), черный матовый, Английская раскладка",,,9567,1.0,1,Guangzhou Baiman,4.2,https://www.ozon.kz/product/12-5-dell-latitude-7280-noutbuk-12-5-intel-core-i5-6300u-ram-8-gb-ssd-256-gb-intel-hd-graphics-3075242334/,Intel Core i5-6300U,256,Intel HD Graphics 520,Windows Pro,12.5,8.0,1.0,1.55,LED,DDR4,"ABS пластик, Металл",Intel Core i5,Intel,2.4,2.0,1920x1080,200.0,Нет,45.0,Глянцевое,Гибридная,Intel,SSD,60,0.3,,1.0,Intel,
laptop,"HUASVS Игровой ноутбук 15.6"", Intel Celeron N5095, RAM 16 ГБ, SSD 512 ГБ, Intel HD Graphics 620, Windows Pro, серебристый, Русская раскладка",148077,474406,12340,5.0,1,ThinkPad магазин,4.8,https://www.ozon.kz/product/huasvs-igrovoy-noutbuk-15-6-intel-celeron-n5095-ram-16-gb-ssd-512-gb-intel-hd-graphics-620-windows-3186590004/,Intel Celeron N5095,512,Intel HD Graphics 620,Windows Pro,15.6,16.0,5.0,2.6,IPS,DDR4,ABS пластик,Intel Celeron,Intel,2.0,4.0,1920x1080,,,50.0,Глянцевое,Встроенная,Intel,SSD,60,0.3,,1.0,Intel,
laptop,"ASUS Vivobook 15 X1504VA-BQ2969 (90NB10J2-M03CE0) Ноутбук 15.6"", Intel Core i3-1315U, RAM 16 ГБ, SSD 512 ГБ, Без системы, серый",,,33526,,,САТУРН,4.8,https://www.ozon.kz/product/asus-vivobook-15-x1504va-bq2969-90nb10j2-m03ce0-noutbuk-15-6-intel-core-i3-1315u-ram-16-gb-ssd-512-3468843731/,Intel Core i3-1315U,512,,Без системы,15.6,16.0,,,,,,Intel Core i3,Intel,,6.0,1920x1080,,,,,Встроенная,Intel,SSD,,,ASUS,,,
laptop,"HP ProBook 440 G10 Ноутбук, Intel Core i7-1355U, RAM 8 ГБ, SSD 512 ГБ, Intel Iris Xe Graphics, Windows Pro, (967U1ET_WIN11P), серебристый, Русская раскладка",,,52250,,,ExpertBook,4.8,https://www.ozon.kz/product/hp-probook-440-g10-noutbuk-intel-core-i7-1355u-ram-8-gb-ssd-512-gb-intel-iris-xe-graphics-windows-3428710294/,Intel Core i7-1355U,512,Intel Iris Xe Graphics,Windows Pro,,8.0,,1.38,IPS,DDR4,"Пластик, Металл",Intel Core i7,Intel,1.7,10.0,1920x1080,250.0,Нет,51.0,Матовое,Встроенная,Intel,SSD,60,1,HP,,,
laptop,"HUAWEI MateBook 14 FLMH-X 53014HYC Ноутбук 14"", Intel Core Ultra 7 155H, RAM 16 ГБ, SSD 1024 ГБ, Intel Arc Graphics, Без системы, (53014HYC), зеленый",,,53969,5.0,11,XCOM-SHOP,4.9,https://www.ozon.kz/product/huawei-matebook-14-flmh-x-53014hyc-noutbuk-14-intel-core-ultra-7-155h-ram-16-gb-ssd-1024-gb-intel-2543573122/,Intel Core Ultra 7 155H,1024,Intel Arc Graphics,Без системы,14.0,16.0,5.0,1.31,OLED,LPDDR5X,,Intel Core Ultra 7,Intel,1.4,16.0,2880x1920,450.0,Нет,70.0,Глянцевое,Встроенная,Intel,SSD,,2.0,,,,
